title,description,salary,company,city,state,job site
Data Engineer,"This role requires combined expertise in software development, programming, data science and data engineering. A.I. Software engineering: 5 years (Preferred).","$50,700",Sortera Alloys,Fort Wayne,IN,Simplyhired
Data Analyst,"Strong analytical skills with the ability to identify data trends. The Sales Forecast Analyst will review data provided by sales representatives, analyzing andâ€¦","$50,700","Plaid Enterprises, Inc,",Norcross,GA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
